	PL01	PL02	3D7
PF3D7_0418500	121	37	12
PF3D7_0625100	9	3	0
PF3D7_1031500	673	297	538
PF3D7_1314300	44	8	1
PF3D7_1448200	4	3	0
PF3D7_0726300	162	62	28
PF3D7_1457400	145	42	32
PF3D7_1345900	396	135	214
PF3D7_0613300	172	81	19
PF3D7_0930600	207	67	51
PF3D7_1306000	29	13	3
PF3D7_1423100	112	42	43
PF3D7_1144100	400	137	29
PF3D7_0110100	91	35	22
PF3D7_0823700	8	3	1
PF3D7_0801700	1861	537	423
PF3D7_0818600	476	65	75
PF3D7_0802100	1020	479	264
PF3D7_1113200	115	68	15
PF3D7_0936500	3	3	0
PF3D7_0617800	1953	657	246
PF3D7_0905700	260	80	102
PF3D7_0603900	11	9	1
PF3D7_1339700	794	410	124
PF3D7_0522000	3	2	0
PF3D7_0815600	633	231	96
PF3D7_0206300	1236	321	196
PF3D7_1476100	2	2	0
PF3D7_1015500	122	50	27
PF3D7_1133700	6550	2725	3418
PF3D7_1434300	1679	542	390
PF3D7_0410100	0	0	0
PF3D7_1454600	298	140	28
PF3D7_1367700	1672	632	168
PF3D7_0622500	32	8	2
PF3D7_1460300	5595	1944	1427
PF3D7_1040400	2	0	1
PF3D7_1122900	95	19	19
PF3D7_1126800	182	50	14
PF3D7_1212800	167	59	26
PF3D7_1418000	327	92	27
PF3D7_1361100	3209	1226	1089
PF3D7_0516100	65	31	8
PF3D7_1234600	172	73	22
PF3D7_1461600	4035	1177	5559
PF3D7_0921000	106	26	11
PF3D7_1443500	61	17	15
PF3D7_0918300	1419	450	165
PF3D7_0711100	42	13	2
PF3D7_0713700	213	69	3
PF3D7_1462900	25	11	3
PF3D7_0411400	264	38	11
PF3D7_0820200	249	93	22
PF3D7_1012000	447	182	52
PF3D7_API03000	0	0	0
PF3D7_1140400	704	320	82
PF3D7_1230500	31	16	0
PF3D7_0820300	2883	799	2089
PF3D7_1301000	0	0	0
PF3D7_0921700	426	154	57
PF3D7_1333800	1562	547	671
PF3D7_1422500	315	145	50
PF3D7_0400700	10	20	2
PF3D7_0220700	295	75	41
PF3D7_1214900	665	182	58
PF3D7_0529100	68	21	5
PF3D7_0400300	2	1	10
PF3D7_0630700	20	3	3
PF3D7_0512700	399	136	54
PF3D7_1404800	1405	631	262
PF3D7_1441300	287	132	148
PF3D7_1236200	2063	629	133
PF3D7_1308400	1329	523	415
PF3D7_1451000	192	38	28
PF3D7_1135100	500	237	100
PF3D7_0514000	34	14	1
PF3D7_1033900	530	207	212
PF3D7_1405000	70	15	13
PF3D7_1038000	15460	6208	4329
PF3D7_0727400	8737	2866	4737
PF3D7_0610200	379	141	113
PF3D7_0728800	205	58	26
PF3D7_0423800	339	89	75
PF3D7_0924700	460	116	437
PF3D7_0512450	2	0	0
PF3D7_1420000	4747	1742	2108
PF3D7_0723200	24	8	1
PF3D7_1447000	7707	2168	1529
PF3D7_1477800	72	8	5
PF3D7_1468400	353	111	138
PF3D7_1354100	35	12	2
PF3D7_0714400	17	7	1
PF3D7_0827200	16	4	0
PF3D7_1435900	5	1	0
PF3D7_0612900	1756	650	302
PF3D7_0618700	184	31	63
PF3D7_1014000	13	3	2
PF3D7_0600900	30	1	0
PF3D7_0904200	107	35	5
PF3D7_1029900	751	391	401
PF3D7_1218400	383	153	556
PF3D7_0418800	4	1	0
PF3D7_1251900	0	0	0
PF3D7_1447400	31	14	2
PF3D7_1423900	0	0	0
PF3D7_0424500	444	182	118
PF3D7_1216200	3295	962	407
PF3D7_0931000	86	44	8
PF3D7_0730900	2083	579	471
PF3D7_1405400	64	26	5
PF3D7_1347300	18	5	2
PF3D7_0704700	100	31	15
PF3D7_0815500	103	48	41
PF3D7_0619200	690	174	146
PF3D7_0905300	20	5	7
PF3D7_0811200	490	191	55
PF3D7_0709800	14	9	1
PF3D7_0405600	231	95	22
PF3D7_1015200	807	389	120
PF3D7_1036800	46	29	4
PF3D7_0707000	0	0	0
PF3D7_1248100	87	40	13
PF3D7_1466100	860	309	397
PF3D7_1415400	2072	723	763
PF3D7_1309500	178	39	47
PF3D7_1037400	30	11	3
PF3D7_1001800	124	36	39
PF3D7_1125100	37	28	6
PF3D7_1109900	3630	1584	237
PF3D7_0926600	8	4	0
PF3D7_1150000	2	0	0
PF3D7_1219000	392	141	88
PF3D7_API04400	1	0	0
PF3D7_1350600	5	3	0
PF3D7_0424800	950	138	92
PF3D7_1401800	1235	375	665
PF3D7_0622100	49	15	1
PF3D7_1233900	883	324	96
PF3D7_0411800	64	17	16
PF3D7_0820700	597	267	122
PF3D7_0907500	183	69	37
PF3D7_0708900	130	82	25
PF3D7_0320800	784	278	178
PF3D7_0930400	1421	438	356
PF3D7_0202800	24	10	3
PF3D7_0823800	607	255	48
PF3D7_0925400	240	59	16
PF3D7_1323100	4545	1568	1161
PF3D7_1032700	202	74	14
PF3D7_1038400	1918	480	113
PF3D7_0702600	28	12	3
PF3D7_0317100	82	35	2
PF3D7_1130100	614	247	63
PF3D7_1038100	64	31	2
PF3D7_1475600	392	121	136
PF3D7_1201200	184	62	16
PF3D7_1115800	2425	808	525
PF3D7_1344900	1844	454	481
PF3D7_1337400	107	41	57
PF3D7_1358600	116	36	6
PF3D7_1318800	2361	762	520
PF3D7_1134600	88	24	10
PF3D7_1306900	244	105	83
PF3D7_0107200	55	20	3
PF3D7_0417100	7	0	1
PF3D7_0813900	4992	1713	1523
PF3D7_0800400	1	3	0
PF3D7_1140200	3317	1198	3081
PF3D7_1469600	193	101	37
PF3D7_0719600	12344	3917	1745
PF3D7_1313300	21	15	7
PF3D7_1333100	2	1	0
PF3D7_0902400	52	15	4
PF3D7_0106200	14	9	2
PF3D7_0806600	91	53	28
PF3D7_1036300	1464	375	120
PF3D7_1105100	7961	2022	1780
PF3D7_1209200	359	123	45
PF3D7_0526500	986	338	711
PF3D7_0622300	42	27	4
PF3D7_0308200	3484	987	1387
PF3D7_1447700	39	15	4
PF3D7_1033000	72	27	28
PF3D7_1141900	47	13	1
PF3D7_1134300	294	114	89
PF3D7_1026300	110	55	19
PF3D7_1351600	273	93	18
PF3D7_0322100	422	163	55
PF3D7_1406200	4490	1242	2060
PF3D7_1445500	56	37	10
PF3D7_0611900	1	2	0
PF3D7_1412900	932	354	111
PF3D7_0413000	0	0	0
PF3D7_0505200	251	88	54
PF3D7_0509200	1	1	0
PF3D7_1454500	235	80	48
PF3D7_0900600	7	9	0
PF3D7_API02700	0	0	0
PF3D7_0827600	439	180	88
PF3D7_0404800	61	26	80
PF3D7_1031600	1826	732	1390
PF3D7_0522400	187	74	143
PF3D7_0307900	303	56	161
PF3D7_0313400	56	29	9
PF3D7_1448600	210	75	8
PF3D7_1230200	123	21	8
PF3D7_1461700	19	12	1
PF3D7_0406500	3206	1175	1545
PF3D7_0109850	33	31	2
PF3D7_0407900	552	140	60
PF3D7_1364900	46	12	12
PF3D7_0216400	91	42	9
PF3D7_0529700	56	10	5
PF3D7_0922000	42	10	7
PF3D7_0216800	108	47	50
PF3D7_1200200	4	33	3
PF3D7_1205900	968	357	368
PF3D7_1019000	3502	1298	758
PF3D7_0623300	66	15	6
PF3D7_0714700	0	0	0
PF3D7_1226100	195	51	14
PF3D7_0100400	0	0	0
PF3D7_0300900	0	3	2
PF3D7_0915500	5	1	1
PF3D7_1241300	17	7	3
PF3D7_1473100	146	61	11
PF3D7_1440900	13	10	0
PF3D7_0904000	9381	3032	4477
PF3D7_1123100	2011	675	654
PF3D7_1425500	2	1	0
PF3D7_1454700	1305	523	355
PF3D7_1306500	49	11	1
PF3D7_1008400	2169	828	348
PF3D7_1357600	17	5	2
PF3D7_1105200	17	2	1
PF3D7_1453400	103	45	8
PF3D7_1404500	148	60	12
PF3D7_0833100	1	0	0
PF3D7_1435500	89	44	1
PF3D7_1125700	512	147	38
PF3D7_1231100	862	400	82
PF3D7_0807300	772	372	53
PF3D7_1429100	210	71	60
PF3D7_0425050	4	2	1
PF3D7_1124000	193	72	48
PF3D7_1413700	582	177	168
PF3D7_1219600	3862	1623	1683
PF3D7_1103000	3	0	1
PF3D7_1020400	183	57	54
PF3D7_0523400	785	286	223
PF3D7_0631800	2	0	0
PF3D7_0631700	1	0	0
PF3D7_0619300	103	48	4
PF3D7_0812000	26	11	7
PF3D7_0313300	27	2	8
PF3D7_1368600	675	189	304
PF3D7_1309600	125	35	34
PF3D7_0304200	614	224	266
PF3D7_0310600	264	79	13
PF3D7_0316400	276	104	44
PF3D7_1129100	7944	2440	1765
PF3D7_0615500	354	170	101
PF3D7_0221500	1	3	0
PF3D7_1406900	39	11	5
PF3D7_0821900	40	11	5
PF3D7_0812400	2650	898	1035
PF3D7_1120000	1222	392	311
PF3D7_1303500	1094	464	324
PF3D7_1226700	173	63	34
PF3D7_0608900	128	38	13
PF3D7_0610400	0	0	0
PF3D7_1474800	4445	1443	627
PF3D7_0818700	1226	550	559
PF3D7_0916500	162	74	10
PF3D7_1418200	122	54	17
PF3D7_1201100	173	124	30
PF3D7_1307900	32	10	5
PF3D7_0918500	405	103	393
PF3D7_1002800	49	23	4
PF3D7_1008100	1289	468	173
PF3D7_0317600	3841	1260	421
PF3D7_1203000	291	166	54
PF3D7_0322300	194	73	38
PF3D7_1108900	36	14	5
PF3D7_1329400	692	222	347
PF3D7_1301200	276	733	46
PF3D7_1355400	0	0	0
PF3D7_1105500	109	25	23
PF3D7_1136100	7	3	2
PF3D7_1325900	133	45	57
PF3D7_1104700	106	38	17
PF3D7_1004100	13	3	0
PF3D7_1369900	0	0	0
PF3D7_1211500	26	16	4
PF3D7_1446900	395	161	49
PF3D7_1354800	69	22	5
PF3D7_1322200	1712	556	534
PF3D7_0216700	1608	461	406
PF3D7_0105100	17	16	3
PF3D7_0818100	894	212	439
PF3D7_1239400	12	2	1
PF3D7_1240400	37	67	439
PF3D7_1339800	12	4	0
PF3D7_1315800	139	49	19
PF3D7_1318900	13	0	2
PF3D7_0727700	112	67	11
PF3D7_0109200	145	63	26
PF3D7_0504900	103	46	13
PF3D7_0917700	27	7	3
PF3D7_1209100	10	3	2
PF3D7_1202400	191	72	44
PF3D7_1470700	49	19	8
PF3D7_0302100	2786	714	1383
PF3D7_0818200	46839	15368	9076
PF3D7_0631000	7	3	1
PF3D7_0511100	4	2	0
PF3D7_1035200	243	14	4249
PF3D7_0627700	1065	364	300
PF3D7_1474700	33	18	2
PF3D7_0831400	702	201	52
PF3D7_1012100	179	73	24
PF3D7_0530600	57	21	7
PF3D7_1402800	899	276	289
PF3D7_0409200	682	197	69
PF3D7_1428000	49	18	9
PF3D7_0906000	240	75	47
PF3D7_1407400	70	22	4
PF3D7_1370500	32	7	0
PF3D7_1309900	11	3	1
PF3D7_0703500	7652	2653	2265
PF3D7_0210800	64	25	3
PF3D7_0312600	1	0	0
PF3D7_0421000	0	0	0
PF3D7_1105700	622	208	71
PF3D7_0703700	126	54	3
PF3D7_1457900	158	60	101
PF3D7_0526700	323	111	125
PF3D7_1447800	410	104	56
PF3D7_1343000	11514	4299	6408
PF3D7_0417800	281	108	66
PF3D7_0923400	179	66	40
PF3D7_API03500	0	0	0
PF3D7_1329900	18	6	1
PF3D7_0603600	203	73	11
PF3D7_0200100	49	13	67
PF3D7_0916800	216	94	41
PF3D7_1416700	125	64	2
PF3D7_0925800	416	130	55
PF3D7_1113400	3320	1096	632
PF3D7_1330400	314	115	26
PF3D7_1409600	1687	605	229
PF3D7_1353000	2008	983	1077
PF3D7_0613900	4396	1202	1280
PF3D7_0901200	1	0	0
PF3D7_1039700	0	0	0
PF3D7_0522500	417	190	76
PF3D7_1413100	3	0	0
PF3D7_1325200	174	42	18
PF3D7_1232900	106	22	3
PF3D7_0709200	42	23	6
PF3D7_1417400	120	42	25
PF3D7_1367200	19	9	0
PF3D7_0730200	85	28	15
PF3D7_1443700	88	35	16
PF3D7_0823200	4289	1064	2948
PF3D7_1415200	620	206	137
PF3D7_0113700	1075	430	631
PF3D7_1323800	125	63	18
PF3D7_0802600	303	124	109
PF3D7_1441500	45	22	7
PF3D7_1014600	3977	1232	1342
PF3D7_0700400	0	0	0
PF3D7_1309400	1359	349	782
PF3D7_0916300	36	16	1
PF3D7_1036700	193	53	13
PF3D7_1439300	263	114	31
PF3D7_1216700	82	17	7
PF3D7_1432900	281	103	46
PF3D7_1315700	105	42	14
PF3D7_1230300	107	26	18
PF3D7_1450400	386	129	69
PF3D7_1339300	6685	2635	3379
PF3D7_1468900	363	119	95
PF3D7_0605100	1238	413	291
PF3D7_1363200	54	16	3
PF3D7_0629800	1014	354	247
PF3D7_0813000	1370	518	578
PF3D7_1334400	1	1	0
PF3D7_0823500	36	13	3
PF3D7_0401400	0	0	0
PF3D7_0425800	15	36	953
PF3D7_1020900	6255	2025	1603
PF3D7_1340200	5	2	0
PF3D7_0421500	26	41	1
PF3D7_1034900	1256	434	535
PF3D7_1254500	0	2	0
PF3D7_0202600	404	161	110
PF3D7_0919500	26	13	1
PF3D7_0631200	0	0	1
PF3D7_0531000	80	34	9
PF3D7_0913500	15	3	0
PF3D7_1326900	61	28	23
PF3D7_0420300	14735	3781	5233
PF3D7_1110400	49139	14249	28751
PF3D7_1465300	75	26	3
PF3D7_0319100	61	20	11
PF3D7_0400800	0	1	0
PF3D7_1417900	58	23	2
PF3D7_1317400	120	47	27
PF3D7_0716600	74	19	34
PF3D7_0703200	466	220	163
PF3D7_1118300	1645	555	658
PF3D7_0406600	30	14	0
PF3D7_0922900	29	11	3
PF3D7_1246700	39	17	7
PF3D7_1123600	389	177	301
PF3D7_1349800	20	1	5
PF3D7_1306400	6033	1950	2044
PF3D7_0402900	5	0	0
PF3D7_1437900	3815	1288	723
PF3D7_1328300	982	399	172
PF3D7_0206500	495	164	114
PF3D7_0926400	350	128	11
PF3D7_0910200	872	375	413
PF3D7_1229800	917	282	476
PF3D7_0608500	226	77	17
__alignment_not_unique	1287630	434641	485309
PF3D7_1006300	24	7	1
PF3D7_0722700	172	43	43
PF3D7_0407700	356	151	72
PF3D7_0931200	44	22	7
PF3D7_1447900	683	234	144
PF3D7_0703000	20	15	4
PF3D7_0704600	3701	1329	945
PF3D7_1316500	202	85	46
PF3D7_0501200	1746	483	299
PF3D7_0901400	1	0	0
PF3D7_1325700	6	5	3
PF3D7_1348800	24	3	1
PF3D7_1407000	82	30	11
PF3D7_1111000	391	120	95
PF3D7_1236400	176	78	26
PF3D7_1129700	31	16	34
PF3D7_1249900	304	92	39
PF3D7_0931800	1177	460	59
PF3D7_1438900	6070	1645	700
PF3D7_0831600	838	368	495
PF3D7_0807100	114	36	12
PF3D7_0419400	325	165	73
PF3D7_1474000	1033	341	231
PF3D7_0531400	83	26	17
PF3D7_0222700	0	1	0
PF3D7_0713500	44	41	3
PF3D7_0612100	544	205	47
PF3D7_1206600	2233	717	1251
PF3D7_1245500	95	42	14
PF3D7_0518800	44	17	2
PF3D7_0902000	212	68	19
PF3D7_0105400	55	21	7
PF3D7_1103600	116	46	4
PF3D7_1341400	0	0	1
PF3D7_0531100	38	16	4
PF3D7_1440600	42	13	2
PF3D7_0726800	5	3	1
PF3D7_0632100	0	0	0
PF3D7_0319400	272	135	44
PF3D7_1107900	84	17	6
PF3D7_0216300	429	106	130
PF3D7_0107800	129	43	28
PF3D7_0100900	1	0	1
PF3D7_1300700	7	2	0
PF3D7_0805500	54	14	11
PF3D7_0221600	2	1	0
PF3D7_1410100	19	7	2
PF3D7_1127200	1	1	1
PF3D7_1308300	1109	295	111
PF3D7_0727000	584	198	146
PF3D7_0829500	18	4	1
PF3D7_0807900	1819	639	491
PF3D7_1437000	1294	418	322
PF3D7_1348000	16	5	0
PF3D7_API01100	0	0	0
PF3D7_1447500	41	9	6
PF3D7_1405700	439	129	91
PF3D7_0317400	297	136	76
PF3D7_1450800	38	9	9
PF3D7_0905800	252	95	31
PF3D7_0714800	0	0	0
PF3D7_0402500	1	5	2
PF3D7_1108300	9	6	0
PF3D7_1115600	661	211	141
PF3D7_1230000	462	160	78
PF3D7_1203400	845	289	203
PF3D7_0928200	136	44	10
PF3D7_0628600	464	154	46
PF3D7_1231700	38	15	7
PF3D7_1471300	122	47	8
PF3D7_1358100	5751	1514	3627
PF3D7_0627600	31	5	2
PF3D7_0821300	313	102	98
PF3D7_1019300	578	226	385
PF3D7_API03700	0	0	0
PF3D7_1325400	293	127	138
PF3D7_0515100	122	54	40
PF3D7_1324100	119	53	10
PF3D7_0707300	22928	8013	14846
PF3D7_1003000	77	47	7
PF3D7_1401050	14	1	0
PF3D7_0723100	2	0	0
PF3D7_0708000	528	171	218
PF3D7_0712800	23	11	239
PF3D7_0819200	15	7	1
PF3D7_1011200	238	52	132
PF3D7_0319900	150	50	6
PF3D7_1362700	1725	413	384
PF3D7_1321000	3	1	0
PF3D7_1316300	10	6	0
PF3D7_0324200	0	0	0
PF3D7_1428600	293	103	47
PF3D7_1322600	27	7	3
PF3D7_0216900	61	19	16
